"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jun 22 19:18:44 GMT 2024","Sat Jun 22 19:18:44 GMT 2024","0","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.NewArticleTests","com.realworld.seleniumrealworldapp.NewArticleTests","testCreateNewArticle","testCreateNewArticle",""
"skipped","Sat Jun 22 19:18:46 GMT 2024","Sat Jun 22 19:18:46 GMT 2024","1","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.TagsTests","com.realworld.seleniumrealworldapp.TagsTests","displayPopularTags","displayPopularTags",""
"broken","Sat Jun 22 19:18:46 GMT 2024","Sat Jun 22 19:18:46 GMT 2024","1","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.SignUpTests","com.realworld.seleniumrealworldapp.SignUpTests","setUp","setUp",""
"skipped","Sat Jun 22 19:18:43 GMT 2024","Sat Jun 22 19:18:43 GMT 2024","0","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.AuthorDetailTests","com.realworld.seleniumrealworldapp.AuthorDetailTests","followAuthor","followAuthor",""
"broken","Sat Jun 22 19:18:43 GMT 2024","Sat Jun 22 19:18:43 GMT 2024","2","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserSettingsTests","com.realworld.seleniumrealworldapp.UserSettingsTests","setUp","setUp",""
"skipped","Sat Jun 22 19:18:47 GMT 2024","Sat Jun 22 19:18:47 GMT 2024","1","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserDetailsTests","com.realworld.seleniumrealworldapp.UserDetailsTests","displayFavoritedArticles","displayFavoritedArticles",""
"broken","Sat Jun 22 19:18:44 GMT 2024","Sat Jun 22 19:18:44 GMT 2024","0","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.LogoutTests","com.realworld.seleniumrealworldapp.LogoutTests","setUp","setUp",""
"skipped","Sat Jun 22 19:18:42 GMT 2024","Sat Jun 22 19:18:42 GMT 2024","1","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.ArticleDetailTests","com.realworld.seleniumrealworldapp.ArticleDetailTests","deleteArticle","deleteArticle",""
"skipped","Sat Jun 22 19:18:44 GMT 2024","Sat Jun 22 19:18:44 GMT 2024","1","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.NewArticleTests","com.realworld.seleniumrealworldapp.NewArticleTests","updateArticle","updateArticle",""
"skipped","Sat Jun 22 19:18:47 GMT 2024","Sat Jun 22 19:18:47 GMT 2024","0","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserDetailsTests","com.realworld.seleniumrealworldapp.UserDetailsTests","shouldNavigateToSettingsPage","shouldNavigateToSettingsPage",""
"broken","Sat Jun 22 19:18:47 GMT 2024","Sat Jun 22 19:18:47 GMT 2024","0","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserDetailsTests","com.realworld.seleniumrealworldapp.UserDetailsTests","setUp","setUp",""
"skipped","Sat Jun 22 19:18:44 GMT 2024","Sat Jun 22 19:18:44 GMT 2024","1","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserSettingsTests","com.realworld.seleniumrealworldapp.UserSettingsTests","updateEmail","updateEmail",""
