"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 23 17:33:05 GMT 2024","Sun Jun 23 17:33:05 GMT 2024","359","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserSettingsTests","com.realworld.seleniumrealworldapp.UserSettingsTests","updatePassword","updatePassword",""
"passed","Sun Jun 23 17:32:55 GMT 2024","Sun Jun 23 17:32:57 GMT 2024","1132","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.ArticleDetailTests","com.realworld.seleniumrealworldapp.ArticleDetailTests","deleteComment","deleteComment",""
"passed","Sun Jun 23 17:32:56 GMT 2024","Sun Jun 23 17:32:57 GMT 2024","545","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.SignUpTests","com.realworld.seleniumrealworldapp.SignUpTests","registerValidNewUser","registerValidNewUser",""
"passed","Sun Jun 23 17:32:51 GMT 2024","Sun Jun 23 17:32:52 GMT 2024","660","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.GlobalFeedTests","com.realworld.seleniumrealworldapp.GlobalFeedTests","likeAnArticle","likeAnArticle",""
"passed","Sun Jun 23 17:32:55 GMT 2024","Sun Jun 23 17:32:56 GMT 2024","1136","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserSettingsTests","com.realworld.seleniumrealworldapp.UserSettingsTests","updateAllFields","updateAllFields",""
"passed","Sun Jun 23 17:33:02 GMT 2024","Sun Jun 23 17:33:02 GMT 2024","341","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserSettingsTests","com.realworld.seleniumrealworldapp.UserSettingsTests","updateEmail","updateEmail",""
"passed","Sun Jun 23 17:32:49 GMT 2024","Sun Jun 23 17:32:49 GMT 2024","752","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.GlobalFeedTests","com.realworld.seleniumrealworldapp.GlobalFeedTests","displayExpectedArticles","displayExpectedArticles",""
"passed","Sun Jun 23 17:33:10 GMT 2024","Sun Jun 23 17:33:10 GMT 2024","212","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserSettingsTests","com.realworld.seleniumrealworldapp.UserSettingsTests","updateUsername","updateUsername",""
"passed","Sun Jun 23 17:32:54 GMT 2024","Sun Jun 23 17:32:55 GMT 2024","749","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.TagsTests","com.realworld.seleniumrealworldapp.TagsTests","filterArticlesByTag","filterArticlesByTag",""
"passed","Sun Jun 23 17:33:05 GMT 2024","Sun Jun 23 17:33:06 GMT 2024","93","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserDetailsTests","com.realworld.seleniumrealworldapp.UserDetailsTests","shouldNavigateToSettingsPage","shouldNavigateToSettingsPage",""
"passed","Sun Jun 23 17:33:03 GMT 2024","Sun Jun 23 17:33:04 GMT 2024","1094","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.AuthorDetailTests","com.realworld.seleniumrealworldapp.AuthorDetailTests","displayAuthorArticles","displayAuthorArticles",""
"passed","Sun Jun 23 17:32:52 GMT 2024","Sun Jun 23 17:32:52 GMT 2024","267","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.TagsTests","com.realworld.seleniumrealworldapp.TagsTests","displayPopularTags","displayPopularTags",""
"passed","Sun Jun 23 17:32:58 GMT 2024","Sun Jun 23 17:33:00 GMT 2024","1950","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.NewArticleTests","com.realworld.seleniumrealworldapp.NewArticleTests","updateArticle","updateArticle",""
"passed","Sun Jun 23 17:33:03 GMT 2024","Sun Jun 23 17:33:04 GMT 2024","1161","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserDetailsTests","com.realworld.seleniumrealworldapp.UserDetailsTests","displayFavoritedArticles","displayFavoritedArticles",""
"passed","Sun Jun 23 17:32:59 GMT 2024","Sun Jun 23 17:32:59 GMT 2024","233","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserSettingsTests","com.realworld.seleniumrealworldapp.UserSettingsTests","updateBio","updateBio",""
"passed","Sun Jun 23 17:32:58 GMT 2024","Sun Jun 23 17:32:58 GMT 2024","656","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.ArticleDetailTests","com.realworld.seleniumrealworldapp.ArticleDetailTests","followAuthor","followAuthor",""
"passed","Sun Jun 23 17:33:00 GMT 2024","Sun Jun 23 17:33:01 GMT 2024","634","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.ArticleDetailTests","com.realworld.seleniumrealworldapp.ArticleDetailTests","likeArticle","likeArticle",""
"passed","Sun Jun 23 17:33:01 GMT 2024","Sun Jun 23 17:33:02 GMT 2024","1141","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserDetailsTests","com.realworld.seleniumrealworldapp.UserDetailsTests","displayExpectedUserArticles","displayExpectedUserArticles",""
"passed","Sun Jun 23 17:33:06 GMT 2024","Sun Jun 23 17:33:07 GMT 2024","802","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.AuthorDetailTests","com.realworld.seleniumrealworldapp.AuthorDetailTests","displayFavoritedArticles","displayFavoritedArticles",""
"passed","Sun Jun 23 17:32:52 GMT 2024","Sun Jun 23 17:32:54 GMT 2024","2510","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.ArticleDetailTests","com.realworld.seleniumrealworldapp.ArticleDetailTests","deleteArticle","deleteArticle",""
"passed","Sun Jun 23 17:32:58 GMT 2024","Sun Jun 23 17:32:59 GMT 2024","823","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.SignUpTests","com.realworld.seleniumrealworldapp.SignUpTests","registerWithExistingEmail","registerWithExistingEmail",""
"passed","Sun Jun 23 17:32:49 GMT 2024","Sun Jun 23 17:32:51 GMT 2024","1530","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.ArticleDetailTests","com.realworld.seleniumrealworldapp.ArticleDetailTests","addComment","addComment",""
"passed","Sun Jun 23 17:32:53 GMT 2024","Sun Jun 23 17:32:53 GMT 2024","264","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.LogoutTests","com.realworld.seleniumrealworldapp.LogoutTests","logout","logout",""
"passed","Sun Jun 23 17:33:08 GMT 2024","Sun Jun 23 17:33:08 GMT 2024","243","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.UserSettingsTests","com.realworld.seleniumrealworldapp.UserSettingsTests","updateProfilePicture","updateProfilePicture",""
"passed","Sun Jun 23 17:32:55 GMT 2024","Sun Jun 23 17:32:56 GMT 2024","1293","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.NewArticleTests","com.realworld.seleniumrealworldapp.NewArticleTests","testCreateNewArticle","testCreateNewArticle",""
"passed","Sun Jun 23 17:33:09 GMT 2024","Sun Jun 23 17:33:09 GMT 2024","552","Selenium E2E tests","Selenium E2E tests","com.realworld.seleniumrealworldapp.AuthorDetailTests","com.realworld.seleniumrealworldapp.AuthorDetailTests","followAuthor","followAuthor",""
